Name,Mileage,Rating,Review Count,Price
2021 Mercedes-Benz C-Class ,"24,071 mi.",,649 ,"$30,985"
2023 Mercedes-Benz E-Class E 350,"5,052 mi.",4.9,"2,166 ","$58,003"
2023 Mercedes-Benz CLS 450 Base 4MATIC,"4,904 mi.",4.9,"2,375 ","$68,990"
2021 Mercedes-Benz C-Class C 300 4MATIC,"29,920 mi.",4.9,274 ,"$27,495"
2019 Mercedes-Benz AMG E 63 S 4MATIC,"38,577 mi.",4.8,"5,398 ","$69,892"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"30,622 mi.",4.8,"2,468 ","$32,984"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"4,048 mi.",4.6,"1,915 ","$62,777"
2023 Mercedes-Benz C-Class 4MATIC Sedan,"44,646 mi.",4.3,159 ,"$42,991"
2023 Mercedes-Benz E-Class E 350,"5,289 mi.",4.9,"2,166 ","$56,111"
2024 Mercedes-Benz GLC 300 Base 4MATIC,760 mi.,4.0,526 ,"$61,285"
2022 Mercedes-Benz C-Class 4MATIC Sedan,"9,450 mi.",4.3,159 ,"$39,987"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"13,980 mi.",,236 ,"$41,988"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"2,986 mi.",4.7,"2,308 ","$53,777"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"7,320 mi.",3.2,157 ,"$42,981"
2023 Mercedes-Benz Maybach GLS 600 4MATIC,"17,867 mi.",4.5,97 ,"$157,991"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"5,082 mi.",4.7,254 ,"$74,519"
2023 Mercedes-Benz GLB 250 Base,"4,989 mi.",4.9,"2,166 ","$45,994"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,501 mi.",4.7,"1,424 ","$72,777"
2023 Mercedes-Benz Sprinter 2500 170 WB,"56,282 mi.",4.2,821 ,"$38,995"
2021 Mercedes-Benz Sprinter 3500 144 WB,"27,171 mi.",,236 ,"$58,990"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,796 mi.",,236 ,"$41,990"
2023 Mercedes-Benz EQS 450+ Base,"5,845 mi.",4.6,"1,915 ","$85,777"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,171 mi.",4.9,"2,166 ","$58,883"
2024 Mercedes-Benz GLS 580 ,"6,940 mi.",,9 ,"$118,988"
2023 Mercedes-Benz EQS 450+ Base,"7,402 mi.",4.5,344 ,Not Priced
2022 Mercedes-Benz GLE 350 Base 4MATIC,"29,361 mi.",,1 ,"$53,900"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"2,677 mi.",,50 ,"$43,299"
2023 Mercedes-Benz EQB 250 ,"7,159 mi.",4.8,173 ,"$44,421"
2016 Mercedes-Benz AMG S AMG S 63 4MATIC,"43,020 mi.",,0 ,"$51,990"
2020 Mercedes-Benz A-Class A 220,"52,979 mi.",4.0,526 ,"$26,995"
2023 Mercedes-Benz GLB 250 Base,"4,358 mi.",4.7,244 ,"$45,485"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,"1,411 ","$65,595"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,378 mi.",4.6,696 ,"$40,888"
2022 Mercedes-Benz C-Class C 300 4MATIC,"10,262 mi.",3.2,98 ,"$39,995"
2020 Mercedes-Benz GLE 350 Base,"44,582 mi.",2.9,70 ,"$37,872"
2021 Mercedes-Benz C-Class C 300 4MATIC,"36,415 mi.",3.2,98 ,"$29,495"
2018 Mercedes-Benz AMG GLE 43 ,"37,441 mi.",,8 ,"$41,990"
2023 Mercedes-Benz AMG GLA 45 Base,"2,974 mi.",4.0,"3,563 ","$53,275"
2023 Mercedes-Benz S-Class S 580 4MATIC,"21,568 mi.",4.6,417 ,"$104,357"
2024 Mercedes-Benz CLA 250 Base 4MATIC,"2,731 mi.",4.6,696 ,"$48,888"
2022 Mercedes-Benz AMG GLE 53 Base,"22,991 mi.",4.3,"1,491 ","$80,239"
2021 Mercedes-Benz C-Class C 300 4MATIC,"11,164 mi.",3.2,98 ,"$32,795"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"4,466 mi.",4.4,295 ,"$38,866"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,740 mi.",4.9,"2,166 ","$45,553"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"27,480 mi.",4.3,159 ,"$48,487"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,535 mi.",,50 ,"$44,699"
2023 Mercedes-Benz AMG GLC 43 Base 4MATIC,"2,220 mi.",4.8,899 ,"$69,459"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,340 mi.",4.2,862 ,"$39,577"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,905 mi.",4.7,"2,308 ","$49,777"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"4,188 mi.",4.8,"1,001 ","$52,627"
2023 Mercedes-Benz GLE 350 4MATIC,"15,146 mi.",,79 ,"$61,880"
2022 Mercedes-Benz C-Class C 300,"17,261 mi.",4.5,344 ,"$52,500"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"10,342 mi.",4.3,112 ,"$36,998"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"17,770 mi.",4.2,7 ,"$57,981"
2024 Mercedes-Benz CLA 250 Base 4MATIC,"1,713 mi.",4.6,696 ,"$50,515"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"30,982 mi.",3.2,98 ,"$31,695"
2021 Mercedes-Benz S-Class S 580 4MATIC,"25,842 mi.",4.5,344 ,"$85,991"
2022 Mercedes-Benz GLC 300 ,"8,823 mi.",,0 ,"$38,000"
2023 Mercedes-Benz AMG EQE Base,"3,132 mi.",4.6,"1,018 ","$77,586"
2021 Mercedes-Benz E-Class E 450,"37,971 mi.",4.9,977 ,"$56,900"
2021 Mercedes-Benz A-Class A 220 4MATIC,"29,636 mi.",3.9,"1,800 ","$30,900"
2020 Mercedes-Benz GLB 250 ,"26,172 mi.",,47 ,"$30,877"
2023 Mercedes-Benz EQE 350+ Base,"6,379 mi.",4.5,344 ,"$66,888"
2023 Mercedes-Benz EQB 250 Base,"2,100 mi.",4.8,"1,291 ","$48,000"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,755 mi.",4.5,"1,684 ","$57,995"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,176 mi.",4.4,295 ,"$42,989"
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,275 mi.",4.6,696 ,"$55,123"
2023 Mercedes-Benz GLA 250 Base,"15,103 mi.",4.8,899 ,"$37,893"
2020 Mercedes-Benz AMG GT 53 Base,"31,372 mi.",4.7,449 ,"$69,500"
2023 Mercedes-Benz EQB 250 Base,"1,225 mi.",4.8,"1,291 ","$45,500"
2023 Mercedes-Benz C-Class C 300 4MATIC,"5,355 mi.",,12 ,"$44,500"
2023 Mercedes-Benz EQB 350 ,"5,837 mi.",,0 ,"$55,989"
2018 Mercedes-Benz AMG GLE 63 ,"32,031 mi.",,0 ,"$57,495"
2020 Mercedes-Benz GLC 300 Base,"46,006 mi.",4.4,79 ,"$31,777"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"2,418 mi.",4.6,696 ,"$40,888"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"3,484 mi.",3.9,"1,800 ","$45,900"
2022 Mercedes-Benz EQB 350 Base 4MATIC,"7,556 mi.",4.2,821 ,"$36,900"
2023 Mercedes-Benz GLC 300 Base,"5,156 mi.",4.7,"2,891 ","$49,997"
2023 Mercedes-Benz EQB 250 Base,"4,855 mi.",4.6,"1,171 ","$44,998"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"10,495 mi.",,12 ,"$90,000"
2023 Mercedes-Benz C-Class C 300 4MATIC,"4,885 mi.",4.7,"2,891 ","$49,988"
2023 Mercedes-Benz GLS 450 4MATIC,"21,574 mi.",,9 ,"$81,494"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,411 mi.",,236 ,"$41,988"
2023 Mercedes-Benz E-Class E 350,"4,501 mi.",4.9,"2,166 ","$56,001"
2023 Mercedes-Benz EQB 250 Base,"1,774 mi.",4.8,"1,291 ","$45,900"
2016 Mercedes-Benz AMG GT AMG GT S,"33,425 mi.",5.0,98 ,"$77,898"
2023 Mercedes-Benz GLA 250 Base,"13,087 mi.",4.8,899 ,"$37,983"
2020 Mercedes-Benz S-Class S 560 4MATIC,"22,738 mi.",4.6,348 ,"$65,466"
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"11,937 mi.",4.4,"1,838 ","$97,888"
2023 Mercedes-Benz GLB 250 Base,"17,569 mi.",4.9,"1,411 ","$47,950"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"19,950 mi.",,2 ,"$38,746"
2016 Mercedes-Benz GLC-Class GLC 300,"80,087 mi.",4.5,819 ,"$19,498"
2023 Mercedes-Benz EQE 350+ Base,"3,604 mi.",5.0,"1,502 ","$72,992"
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"15,006 mi.",4.7,29 ,"$55,650"
2024 Mercedes-Benz C-Class C 300,"4,021 mi.",4.6,348 ,"$52,990"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"1,844 mi.",4.0,"3,563 ","$99,495"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,964 mi.",3.2,98 ,"$39,495"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,080 mi.",4.0,147 ,"$38,900"
2018 Mercedes-Benz GLS 550 ,"63,281 mi.",4.9,268 ,"$41,874"
2023 Mercedes-Benz EQE 350 350+ Sedan,"7,747 mi.",4.0,526 ,"$64,777"
2023 Mercedes-Benz EQB 250 Base,"7,881 mi.",4.5,344 ,"$39,975"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"5,034 mi.",4.7,316 ,"$68,910"
2023 Mercedes-Benz GLC 300 Base,"8,362 mi.",4.6,"1,915 ","$50,777"
2018 Mercedes-Benz GLC 350e Base 4MATIC,"73,750 mi.",4.5,"2,057 ","$22,992"
2023 Mercedes-Benz E-Class E 350,"6,173 mi.",4.9,"2,166 ","$58,441"
2022 Mercedes-Benz AMG EQS Base,"4,727 mi.",4.3,"1,491 ","$84,614"
2023 Mercedes-Benz C-Class C 300 4MATIC,"9,743 mi.",4.9,65 ,"$44,810"
2023 Mercedes-Benz C-Class C 300,"8,942 mi.",4.5,344 ,"$45,988"
2023 Mercedes-Benz EQB 250 Base,"5,889 mi.",4.7,"1,372 ","$43,900"
2021 Mercedes-Benz E-Class E 350 4MATIC,"29,110 mi.",4.6,"1,915 ","$37,978"
2022 Mercedes-Benz AMG GLA 35 Base,"6,409 mi.",3.6,"1,405 ","$43,991"
2023 Mercedes-Benz GLE 350 Base 4MATIC,"12,481 mi.",4.9,"2,501 ","$62,706"
2021 Mercedes-Benz C-Class C 300,"33,072 mi.",4.8,"2,002 ","$29,933"
2023 Mercedes-Benz E-Class E 63 AMG 4MATIC,"1,099 mi.",3.9,"1,800 ","$164,900"
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"58,162 mi.",,12 ,"$32,000"
2023 Mercedes-Benz AMG GLB 35 Base,"9,999 mi.",4.4,"1,231 ","$55,984"
2023 Mercedes-Benz EQE 500 4MATIC+,"9,885 mi.",4.0,526 ,"$77,400"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,500 mi.",4.7,"2,308 ","$55,777"
2023 Mercedes-Benz AMG SL 63 Base,"2,157 mi.",4.7,662 ,"$159,565"
2019 Mercedes-Benz SL 450 Base,"50,518 mi.",4.7,557 ,"$52,751"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"4,131 mi.",,12 ,"$42,000"
2023 Mercedes-Benz GLA 250 Base,"9,693 mi.",,234 ,"$37,994"
2021 Mercedes-Benz C-Class C 300 4MATIC,"27,317 mi.",4.6,827 ,"$33,967"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,497 mi.",3.9,"1,800 ","$43,900"
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,"15,009 mi.",4.7,"2,931 ","$46,789"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"8,025 mi.",,12 ,"$55,184"
2023 Mercedes-Benz EQB 250 ,"2,621 mi.",,50 ,"$53,899"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"42,980 mi.",4.4,"2,986 ","$49,990"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"58,175 mi.",3.9,"1,800 ","$36,900"
2021 Mercedes-Benz C-Class C 300,"35,276 mi.",,64 ,"$30,752"
2022 Mercedes-Benz S-Class S 580 4MATIC,"28,960 mi.",4.6,827 ,"$95,879"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"28,137 mi.",4.5,450 ,"$33,695"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"3,095 mi.",4.7,"2,308 ","$49,777"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"31,593 mi.",4.9,"2,501 ","$45,968"
2022 Mercedes-Benz GLE 350 Base,"34,539 mi.",,0 ,"$53,489"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,900 mi.",3.9,"1,800 ","$45,900"
2023 Mercedes-Benz E-Class E 350,"4,928 mi.",4.9,848 ,"$55,651"
2024 Mercedes-Benz C-Class C 300 4MATIC,"4,850 mi.",4.9,274 ,"$54,495"
2020 Mercedes-Benz S-Class S 560,"48,750 mi.",,150 ,"$55,803"
2021 Mercedes-Benz C-Class C 300,"18,164 mi.",4.6,827 ,"$32,989"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"40,746 mi.",4.9,"2,054 ","$29,816"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"71,722 mi.",4.6,122 ,"$41,998"
2023 Mercedes-Benz E-Class E 350 4MATIC,"2,662 mi.",4.4,295 ,"$58,199"
2019 Mercedes-Benz GLS 450 Base 4MATIC,"36,725 mi.",4.0,377 ,"$40,995"
2023 Mercedes-Benz EQS 450+ Base,"3,750 mi.",4.5,344 ,"$90,988"
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"20,719 mi.",4.6,"1,089 ","$96,838"
2021 Mercedes-Benz E-Class E 350,"25,952 mi.",4.6,"1,018 ","$41,488"
2023 Mercedes-Benz GLE 350 ,"9,306 mi.",4.2,7 ,"$62,981"
2020 Mercedes-Benz C-Class 4MATIC,"25,068 mi.",4.7,110 ,"$30,999"
2024 Mercedes-Benz GLS 450 4MATIC,"4,162 mi.",4.9,"4,585 ","$90,000"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,283 mi.",4.2,862 ,"$42,777"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"88,269 mi.",4.8,894 ,"$44,162"
2023 Mercedes-Benz GLB 250 Base,"6,675 mi.",4.7,192 ,"$46,401"
2024 Mercedes-Benz C-Class C 300 4MATIC,"2,405 mi.",4.6,696 ,"$55,117"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"44,755 mi.",,2 ,"$59,000"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"8,032 mi.",4.9,"4,585 ","$42,300"
2020 Mercedes-Benz GLA 250 Base 4MATIC,"25,880 mi.",3.2,157 ,"$28,481"
2023 Mercedes-Benz S-Class S 500 4MATIC,"7,464 mi.",4.5,344 ,"$101,888"
2019 Mercedes-Benz CLS 450 Base,"34,539 mi.",4.0,526 ,"$43,895"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,108 mi.",3.9,"1,800 ","$46,900"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"7,325 mi.",3.2,157 ,"$46,411"
2021 Mercedes-Benz GLC 300 Base,"23,533 mi.",,418 ,"$36,633"
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"49,497 mi.",4.8,823 ,"$76,900"
2023 Mercedes-Benz AMG GLB 35 Base,"6,715 mi.",4.7,"1,424 ","$56,777"
2023 Mercedes-Benz AMG G 63 4MATIC,"2,971 mi.",4.7,662 ,"$219,805"
2021 Mercedes-Benz CLA 250 Base 4MATIC,"26,166 mi.",4.9,"2,501 ","$32,337"
2023 Mercedes-Benz CLA 250 Base,"2,296 mi.",4.2,568 ,"$42,989"
2023 Mercedes-Benz EQS 450+ 450,"15,246 mi.",4.5,"1,334 ","$66,888"
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,008 mi.",4.6,696 ,"$55,101"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"7,483 mi.",4.9,"2,783 ","$110,084"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"45,637 mi.",4.6,"3,258 ","$30,653"
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,118 mi.",4.9,274 ,"$47,495"
2021 Mercedes-Benz CLA 250 Base,"33,160 mi.",4.9,"2,501 ","$30,775"
2023 Mercedes-Benz CLA 250 ,"1,317 mi.",,50 ,"$46,999"
2023 Mercedes-Benz EQS 580 Base 4MATIC,"9,707 mi.",,236 ,"$109,990"
2023 Mercedes-Benz C-Class C 300,"6,844 mi.",4.5,344 ,"$44,788"
2023 Mercedes-Benz E-Class E 350 4MATIC,"4,238 mi.",,12 ,"$66,205"
2020 Mercedes-Benz CLA 250 Base,"37,076 mi.",3.8,146 ,"$28,395"
2016 Mercedes-Benz GLA-Class GLA 250 4MATIC,"94,804 mi.",4.9,"2,350 ","$16,998"
2022 Mercedes-Benz GLB 250 Base 4MATIC,"12,439 mi.",4.6,696 ,"$40,670"
2020 Mercedes-Benz C-Class C 300 4MATIC,"35,902 mi.",4.8,184 ,"$27,904"
2020 Mercedes-Benz GLE 450 Base,"56,407 mi.",4.6,827 ,"$44,963"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"4,873 mi.",4.7,192 ,"$55,904"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"17,600 mi.",4.5,"2,465 ","$50,988"
2020 Mercedes-Benz GLS 580 Base 4MATIC,"70,749 mi.",4.7,"1,372 ","$54,900"
2024 Mercedes-Benz GLE 450 4MATIC,"3,426 mi.",4.2,821 ,"$67,800"
2023 Mercedes-Benz C-Class C 300,"3,809 mi.",4.5,344 ,"$47,888"
2023 Mercedes-Benz GLE 350 Base,"22,339 mi.",4.7,"2,931 ","$55,936"
2023 Mercedes-Benz AMG G 63 4MATIC,"5,577 mi.",4.9,"1,411 ","$221,994"
2021 Mercedes-Benz C-Class C 300 4MATIC,"37,437 mi.",4.8,"1,539 ","$30,423"
2022 Mercedes-Benz C-Class ,"15,578 mi.",4.2,7 ,"$43,981"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,861 mi.",4.9,274 ,"$42,495"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,152 mi.",4.6,348 ,"$69,999"
2023 Mercedes-Benz GLB 250 Base,"9,152 mi.",4.3,419 ,"$44,997"
2024 Mercedes-Benz AMG G 63 4MATIC,114 mi.,4.7,662 ,"$229,654"
2023 Mercedes-Benz C-Class Sedan,"10,120 mi.",4.8,902 ,"$42,787"
2021 Mercedes-Benz GLE 350 Base,"31,943 mi.",4.8,969 ,"$46,987"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,061 mi.",4.3,83 ,"$39,490"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"44,092 mi.",,1 ,"$33,600"
2023 Mercedes-Benz GLB 250 Base,"5,368 mi.",4.7,192 ,"$47,605"
2022 Mercedes-Benz A-Class A 220,"14,859 mi.",4.0,"3,563 ","$28,725"
2023 Mercedes-Benz C-Class C 300 4MATIC,"1,449 mi.",4.8,186 ,"$44,990"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"39,345 mi.",4.7,"2,308 ","$28,995"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"27,775 mi.",4.7,"2,308 ","$33,395"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"41,721 mi.",4.6,"5,510 ","$40,952"
2021 Mercedes-Benz E-Class E 450 4MATIC,"25,609 mi.",4.8,752 ,"$48,988"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"31,217 mi.",,543 ,"$43,991"
2020 Mercedes-Benz GLA 250 Base 4MATIC,"31,191 mi.",,0 ,"$25,999"
2023 Mercedes-Benz EQE 500 4MATIC+,"8,284 mi.",4.0,526 ,"$84,800"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"5,755 mi.",4.5,344 ,"$52,888"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"10,632 mi.",4.3,419 ,"$41,997"
2020 Mercedes-Benz Sprinter 2500 Standard Roof,"5,819 mi.",4.7,662 ,"$56,156"
2021 Mercedes-Benz E-Class ,"20,947 mi.",4.5,401 ,"$46,685"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"45,089 mi.",3.9,"1,800 ","$50,900"
2019 Mercedes-Benz CLS 450 Base 4MATIC,"21,020 mi.",4.5,991 ,"$46,206"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"7,860 mi.",4.2,568 ,"$69,989"
2023 Mercedes-Benz Maybach GLS 600 4MATIC,"11,347 mi.",4.8,"1,291 ","$154,200"
2023 Mercedes-Benz GLB 250 ,"3,410 mi.",4.9,911 ,"$38,954"
2023 Mercedes-Benz EQS 450+ 450,"6,795 mi.",4.5,"1,334 ","$67,399"
2021 Mercedes-Benz GLC 300 Base,"29,598 mi.",4.8,"2,468 ","$34,984"
2024 Mercedes-Benz CLA 250 Base 4MATIC,"1,866 mi.",4.6,696 ,"$50,257"
2022 Mercedes-Benz E-Class E 350,"12,143 mi.",,64 ,"$47,346"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"37,282 mi.",4.9,"2,118 ","$56,900"
2023 Mercedes-Benz EQB 250 Base,"4,705 mi.",4.9,"2,166 ","$55,444"
2021 Mercedes-Benz AMG GT 43 Base,"24,686 mi.",3.0,33 ,"$73,870"
2024 Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,"4,354 mi.",3.9,"1,800 ","$78,900"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,885 mi.",4.4,"2,963 ","$42,888"
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"41,695 mi.",,6 ,"$57,980"
2023 Mercedes-Benz E-Class E 350,"7,337 mi.",4.9,"2,166 ","$58,883"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,950 mi.",4.6,"1,171 ","$38,350"
2021 Mercedes-Benz E-Class E 350 4MATIC,"24,221 mi.",3.9,"1,800 ","$42,900"
2019 Mercedes-Benz GLS 450 Base 4MATIC,"59,951 mi.",4.8,894 ,"$35,918"
2023 Mercedes-Benz E-Class E 450,"8,574 mi.",4.3,"1,491 ","$65,712"
2021 Mercedes-Benz S-Class S 580 4MATIC,"19,684 mi.",4.8,"5,398 ","$81,891"
2021 Mercedes-Benz E-Class E 350 4MATIC,"14,690 mi.",4.8,"4,576 ","$43,888"
2023 Mercedes-Benz EQE 350+ Base,"9,055 mi.",4.6,"1,915 ","$73,777"
2023 Mercedes-Benz C-Class C 300 4MATIC,"3,399 mi.",,,"$49,995"
2023 Mercedes-Benz EQS 450+ Base,"9,551 mi.",4.8,"2,002 ","$78,933"
2023 Mercedes-Benz GLB 250 Base,"9,966 mi.",4.7,192 ,"$45,305"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"7,479 mi.",4.8,"1,291 ","$41,500"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"6,847 mi.",4.6,716 ,"$48,474"
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,"74,871 mi.",4.9,"2,166 ","$31,991"
2019 Mercedes-Benz A-Class A 220 4MATIC,"50,080 mi.",4.8,184 ,"$24,400"
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"14,102 mi.",,2 ,"$54,900"
2023 Mercedes-Benz EQS 450+ Base,"6,106 mi.",4.5,608 ,"$78,499"
2024 Mercedes-Benz S-Class S 580 4MATIC,"6,802 mi.",4.7,"1,239 ","$129,999"
2022 Mercedes-Benz C-Class C 300 4MATIC,"32,761 mi.",,9 ,"$37,494"
2023 Mercedes-Benz E-Class E 350,"2,873 mi.",4.9,"1,405 ","$53,658"
2021 Mercedes-Benz CLS 450 Base 4MATIC,"14,655 mi.",4.0,147 ,"$55,800"
2022 Mercedes-Benz CLA 250 Base 4MATIC,"10,489 mi.",,69 ,"$34,537"
2023 Mercedes-Benz E-Class E 350 4MATIC,"5,879 mi.",4.4,925 ,"$57,441"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,205 mi.",4.4,79 ,"$45,988"
2023 Mercedes-Benz GLB 250 Base,"14,045 mi.",5.0,"2,881 ","$43,498"
2023 Mercedes-Benz AMG GLE 63 S,"4,713 mi.",4.7,"1,239 ","$112,999"
2023 Mercedes-Benz C-Class 4MATIC Coupe,"6,135 mi.",4.8,527 ,"$44,000"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"3,272 mi.",4.8,527 ,"$52,000"
2017 Mercedes-Benz GLS 450 Base 4MATIC,"89,782 mi.",4.8,"5,398 ","$25,894"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"48,699 mi.",4.9,274 ,"$26,995"
2023 Mercedes-Benz GLB 250 Base,"3,540 mi.",4.7,192 ,"$47,203"
2023 Mercedes-Benz EQS 450 ,"6,255 mi.",4.8,"1,758 ","$83,982"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"5,720 mi.",4.4,"1,870 ","$42,681"
2020 Mercedes-Benz E-Class E 350,"39,275 mi.",,64 ,"$34,726"
2019 Mercedes-Benz AMG CLS 53 S-Model 4MATIC,"52,846 mi.",4.5,97 ,"$49,491"
2023 Mercedes-Benz EQB 250 Base,"2,070 mi.",4.9,"2,166 ","$46,444"
2016 Mercedes-Benz AMG GLE AMG GLE 63 S Coupe 4MATIC,"72,710 mi.",3.5,474 ,"$45,677"
2023 Mercedes-Benz Sprinter 2500 M2CV4G,103 mi.,,1 ,"$49,000"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"74,318 mi.",4.5,991 ,"$26,497"
2021 Mercedes-Benz AMG GLA 35 4MATIC,"13,834 mi.",4.5,"1,334 ","$38,599"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,092 mi.",4.5,991 ,"$42,574"
2024 Mercedes-Benz C-Class C 300,"2,477 mi.",4.0,526 ,"$58,999"
2020 Mercedes-Benz GLA 250 Base 4MATIC,"25,819 mi.",4.6,"1,847 ","$27,500"
2023 Mercedes-Benz GLB 250 Base,"5,044 mi.",4.7,192 ,"$47,305"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"8,901 mi.",,0 ,"$40,999"
2023 Mercedes-Benz C-Class C 300,"5,003 mi.",4.9,"2,166 ","$47,882"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"32,322 mi.",4.6,"1,171 ","$30,998"
2023 Mercedes-Benz GLB 250 Base,"8,086 mi.",4.7,192 ,"$47,308"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"37,100 mi.",4.5,919 ,"$48,306"
2020 Mercedes-Benz AMG GT 53 ,"29,129 mi.",2.7,59 ,"$69,800"
2022 Mercedes-Benz GLA 250 Base 4MATIC,"30,883 mi.",4.3,112 ,"$32,140"
2023 Mercedes-Benz EQE 350 Base 4MATIC+,"9,642 mi.",3.6,59 ,"$57,899"
2021 Mercedes-Benz GLB 250 Base 4MATIC,"22,386 mi.",4.6,"5,510 ","$35,922"
2023 Mercedes-Benz GLB 250 Base,"9,105 mi.",4.7,192 ,"$47,509"
2021 Mercedes-Benz A-Class A 220,"21,902 mi.",5.0,"1,502 ","$30,991"
2022 Mercedes-Benz GLS 450 4MATIC,"18,577 mi.",4.8,"4,576 ","$71,888"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,625 mi.",4.6,122 ,"$45,998"
