"published_date","rating","type","helpful_votes","title","text"
"2019-06-19T04:19:30-04:00","2","review","1","Horrible airline. I have seen better organized bus operators.","Horrible, the aircraft is dirty and stinks. the crew are lazy, old and rude. I missed connection as the time changed for the flight, but i was not informed. They gave me a decent hotel for free, but still, I wasted a day. Good thing is the baggage allowance."
"2019-06-18T18:32:25-04:00","3","review","0","New Planes, Old behaviours!","Travelled this sector for the second time in 6 months. Very little has changed with Air India. Things that must improve are:

1. clarity of announcements made by pilots and amount of information provided.
2. Catering quality (truly awful food) and choices
3. cleanliness of seats
4. Choice of movies
5. Access to a USB for charging devices

India is a beautiful country and the carrier should be proud to represent it!!"
"2019-06-18T09:21:31-04:00","3","review","1","Clean your planes","Overall ok, on time, seat size & leg room ok.
Free meal was a joke, 2 small biscuits, fruit flavoured water & a small water.
But it looked like they never cleaned the plane, must be the slum of Jaipur look!!!"
"2019-06-18T05:40:27-04:00","2","review","4","Very Poor flight on Air India Regional","This has easily been the worst airline I've flown so far (specific to Air India Regional, I've had good flights on board Air India). 
Here's what went wrong:
1. The self-check in had a glitch. It would show steps from entering the booking reference to printing the boarding pass, but as soon as I entered the reference, it would say something like ""Passenger identified"" and then exit.
2. At the departing airport, I was charged Rs. 525 per extra kg of baggage even though my ticket said 400. This could've been an error on the part of the site I booked with though (I did not book through the Air India site).
3. The staff (including the check-in staff) weren't even nearly as courteous as any other airline's in my experience.
4. The toilet on the ATR 72-600 I flew on was literally stinking and had a clogged drain in the washing sink. (That's a first for me)
5. The food on board was a veg roll and water. That sounded fine to me, but the roll itself was pretty mediocre.
6. After landing at BLR, the flight crew got into some argument with the ground staff (some verbal exchanges were audible to us passengers) regarding ground services and we had to wait in the aircraft for around 15 minutes after the doors were opened before deplaning."
"2019-06-18T04:02:46-04:00","4","review","1","-Sensitivity to Medical Challenges on account partial damages to  Salivary glands-","Flew on this Flt AI161T on 31st May-19.Had been to their  Jodhpur AI office to
request for a bland meal due to damaged Salivary glands & the staff concerned had
confirmed this request.

On the flight we discovered it was not actioned & the hostess showed us the list of pax reservations & the request was not in there.
Somehow she arranged something but it was just not right.Tried best to eat whatever was possible. Earlier we had travelled on Qatar & the hostess came looking for us & said you have requested for a bland meal.

Anyways never mind these things do happen .The flight took off in time & landed in time.
It was quite comfortable throughout.    LATER....& on return from Rome

Subsequently AI 475 was cancelled on 15th June-19 & we quickly had to make plans to return to Jodhpur by train.
Three visits to Jodhpur AI office to get the refund organised.There is no copier in the office.Hope Ache din comes to Air India."
"2019-06-18T03:55:02-04:00","2","review","3","Below average Journey","The journey started a huge queue for check-in since online check-in failed.
I overcame of the shock that my 7-year old have to sit separately with an advice from customer executive that I have to ""request"" for seat change to sit together due to ""software"" issue. Courtesy from on-boarding executive, seat got reassigned.
Flight delayed 2 hours and never got to makeup for the lost time. 
Kept fingers crossed throughout journey;
Broken trays, non-functional touch screens, non-availability of flight map etc.,

However, AI Staff is okay as they exhibited politeness and care during the journey.
After boarding the connection flight, just before it takes off after rushing to the another terminal (after completing immigration, customs, baggage drop, security check).

When I landed at my final destination, the baggage never arrived & no staff is available to enquire. Due to many such customers with baggage ""missing"", finally managed to hold the point of contact, have been informed that baggage left in origin destination due to confusion.

Finally, managed to hold onto the team to track my baggage after 2 days.
Definitely, will avoid AI in all likelihood in any case as it doesn't make sense to have fatiguing journey and experience despite paying high price."
"2019-06-17T22:08:36-04:00","5","review","1","very homely flight","i travelled with my wife on 3rd june from heathrow to bangalore.  The services of check in, welcome on board were all very nice. Had foodd of our choice. The flight was not properly cleaned ie few small pieces of peanuts were left out. when this was informed to hostess she immediately arranged to get it cleaned. I find the passengers are also equally responsible to keep aircraft tidy. when i was getting down i saw debries of eaten food bags covers linen scattered all around by passengers. Request carriers should strictly inform passengers not to dirty the flights."
"2019-06-17T20:32:51-04:00","5","review","1","comfortable and memorable flight","I loved the way Air India Crew members took care of us in the 9hr long flight. The aircraft was clean, and the flight was dot on time and the cabin crew ready to provide you with an extra pillow or whatever we needed to make ourselves comfortable. I am so proud of you guys. Keep it up!!!"
"2019-06-17T19:18:45-04:00","3","review","1","Hardware so so, software ... ehhh","Took an Air India business class flight after a holiday. Must admit it was the cheapest among its peers, so I shouldn’t grumble, much. Still need to report some surprises. First, my seat-recline button didn’t work. Luckily there’s an empty seat that did. Second, cleanliness, or the lack of it. While taking off, the stewardess seated facing me was happily cleaning her earlobes, with her pinkies. Soon after, that very lady served me a snack consisted of grapes, cucumbers and carrot sticks, with her bare fingers!! I politely declined. My poor wife was not so observant, and I was seated too far to stop her. Result: diarrhoea for her for the last two days. I hasten to add there were some nice things about Air India: a couple of air stewards on another flight segment was very professional and charming, in New Delhi’s business lounge we used the napping rooms to ease the 15 hours transit (they cancelled my booked flight!)"
"2019-06-17T17:40:30-04:00","5","review","1","You are being rude","I think you guys are being rude to India I have used there airline and it is the best .😈😈😢😢you make me cry."
"2019-06-17T17:08:37-04:00","4","review","0","A Superbly Memorable and Majestically Royal  Experience","I feel happy in telling friends, colleagues, and admirers that this particular flight like many of the other flights of Air India was made memorable in terms of punctuality, cleanliness, upkeep of the flight, and highly professional and exceptionally caring attitude of air hostesses and other crew members. All the crew members were affectionate, lovely, smart and extra-caring.

I wish the same experience in other flights of Air India too to keep its flag hoisted with the same grandeur."
"2019-06-17T12:29:02-04:00","3","review","5","Great flight but poor attitude of crew .","Great flight and excellent aircraft with decent interiors.  Very poor attitude of flight attendants and very harsh to do their basic job also . I am surprised if you don’t like your work why are you into customer service industry? If you hate what what you do leave it and don’t disrespect your job and company you work for . 5 start rating for aircraft and flight captain but 0 start for crew ."
"2019-06-17T11:22:24-04:00","1","review","1","Nightmare...wish nobody else has to endure","Sir #HardeepSinghPuri #AviationMinister what is your stand for #AirIndia for issuing correct boarding passes, filling up the aircraft & then let us sit in for some 3 hours while mending a technical fault in the aircraft. Then the air craft becomes grounded & we are requested to deplane to board another aircraft. Further we are subjected to a security check a second time which also became a harassment as there was hardly any staff to speed up the unnecessary process. The small children had become very fussy by 3 am. Then we boarded the next flight running to the next opposite gate so that flight could now leave in a orderly fashion. But after 15 minutes an announcement was made that the pilots had to deplane because of some regulations. With just no further explanations about the current situation, there’s an announcement plz open gate l2. At 5 am with much confusion people started deplaning the aircraft a second time only to surround the two ground staff for some kind of explanation. It was really shameful to explain to the foreigners who didn’t understand hindi that its okay for the National Carrier Of India to behave in such fashion. But my biggest challenge of the night was dealing with my own 3 year old who was so exited, didn’t sleep until 4am in the morning & was constantly asking ‘mamma plane kab udega, cruise mein disneyland mein kab jayenge??’ Just give me an answer to my child’s constant question after reaching back home ‘mummy mughe cruise mein janna hai, kitni der mein jayenge’??? Who is going to compensate my child & us emotionally & physically of our whole ruined holiday experience???? Going with #AirIndia instead of #CathyPacific or #SpiceJet is going to be a worst decision of my life forever....😔😔😔😔"
"2019-06-17T09:53:23-04:00","4","review","0","Dreamliner flight from New Delhi to Dubai","The aircraft looked new, but you could easily tell the heavy use of the seats, the trays, the screens and the handy wired remote control. All of these looked quite battered really. Gathered later that most of the people I was flying in with flew seldom or for the first time. They were mostly the migrant workers, the blue-collars who throng the middle east in search of a better life.

It was an evening flight and was pretty full. You could see a thick cross-section of the socio-cultural strata all lined up looking for their seats in the wide bodied plane.

The crew initially appeared to me as a passive, although I could see a lady who was very courteous and extremely busy guiding some first time fliers on the left isle. I was seated on the right isle.

Accompanying a special guest, I was able to have a quick look at the first and the business class seating too, while on ground. Was spacious and opulent looking.

The economy was spacious than most I have flown in. The last very long flight I took from Abu Dhabi to Chicago was in Etihaad, which was tighter than this considering width of the seats and also the legroom. This one was really ample for economy.

The food was fair enough and the drinks ware good for a short flight.

The flight left a little late but arrived well before time at Dubai.

I had a nice experience overall.

The ticket for me from Indore to Dubai with a layover (I had work in Delhi which I finished comfortably between 11 am and 5 pm) was for 14k only, which got tripled when I took another airline back home in the absence of Air India flights.

Looking forward to Indore-Dubai-Indore direct flights to start in July."
"2019-06-17T02:51:43-04:00","1","review","1","Total clown car airlines","Along from the ridiculously poor service and general Indian disorganization and amateurish unprofessionalism that afflicts this airlines, it is also quite dishonest and untrustworthy. 

We were traveling a multi-leg journey with this clown-car airlines and they just up and cancelled one of the legs the day before departure for ""operational reasons"".  Not only did they not book us an  alternative flight, they refused to reimburse us for booking another flight for that leg with them. ""Sorry sir, that is not possible ... ""

If you cannot avoid going to India - then at least try to avoid flying with these jokers."
"2019-06-16T21:53:21-04:00","3","review","2","MUMBAI TO DELHI IN JUNE 2019","well this airline is face of india & staff is behaving like no interest in jobs, on ground as well as on board,check in was poor ,airport staff was rude they dont care about passengers,on board staff is also unprofessional missing energy in crew,even pilots also looks tired they dont even wasted time on useful announcements"
"2019-06-16T20:29:52-04:00","1","review","1","The worst customer support system","You can never reach Air India through phone. The estimation of waiting time soon after getting connected is totally wrong. Even though I waited for an hou, I can't reach them."
"2019-06-16T15:30:16-04:00","4","review","1","Excellent Checkin Services","Very pleased with the quality of checkIn services by AI at Dammam.  Good to see supervisory staff ( Mr. Ansari?) ensuring all queries by passengers are properly responded.  All counter staff also courteous despite late night flight."
"2019-06-16T15:14:54-04:00","1","review","1","Worst travel experience in my 23 plus years in the airline industry.","I wish I could say this was only one bad experience but both my outbound and return flights were nightmares.  Although I confirmed my trip before leaving the states, upon arrival in Delhi I was told I had no reservation and Air India had no flights to Hyderabad to accommodate me for days. The flight I was supposed to be on was overbooked by 20 people. Air India didn't even make any attempts to rebook me on another flight.  This also happened to my co-worker who booked via a different company.  We were able to get on the flight after having to pay someone additional money in the form of a 'tip' when they recognized that they had 4 people who were going to miss the flight.

On our return trip at Hyderabad we were given boarding passes by Air India all the way back to the states and our bags were checked to Denver at the international terminal.  We showed our passports a couple of times.  Our flight had a creeping delay that kept changing and left many hours later.  We were advised by the gate agent that someone from Air India would be there in Delhi to help us make our connection to the Swiss Air flight to Zurich.  There was no-one upon arrival in Delhi to assist us for a flight leaving in 20 minutes.  Once we got to the fork where you can either exit to baggage or go thru the International gate area, we flagged down an Air India person with a radio.  He asked for our boarding passes and advise that because the boarding pass stated 'D' we had to exist domestically and then re-enter the airport on the other side.   My co-worker was not handed back her e-ticket/boarding pass and asked for it back.  Air India had given it to someone else.   We eventually found her ticket with the other person but by the time we re-entered, we had missed the connecting flight.  Air India was unwilling to rebook us.  We found on our own, another carrier who rebooked us at 3 am for a 3am flight the next day.  This meant we were stranded in Delhi for 24 hours and would need a hotel voucher.  The employee from the other carrier that rebooked us took us to the Air India counter and asked for a Travel Voucher which the Air India manager on staff denied.  She stated Air India had no responsibility for us missing our flight due to their 3-hour delay and that airlines will not put people up for a missed connection.   When I advised her that I had 23 years worth of experience in the industry she backed down and then sent us out of the airport on one side of the building and advised us to go to the opposite side to pick up our vouchers.  When all said and done, it took 4 hours to get rebooked on our own and then fight for travel vouchers, then walk all over the terminal, waiting almost an hour for them to write the vouchers.  Next time I go back to India I will avoid this carrier and I advise everyone else to do the same."
"2019-06-16T07:55:51-04:00","5","review","0","Mumbai to Delhi flight ","It was a great experience as the flight was on time. It was a morning flight and it took off exactly on time. The cabin crew were very helpful and courteous. The breakfast served was really nice and filling. The flight didn't have an entertainment system as it was a short distance domestic flight. "
"2019-06-16T07:53:53-04:00","4","review","0","Delhi to Mumbai flight ","The flight was delayed by a bit but the aircraft was comfortable with enough leg room in economy. The entertainment system worked fine and the food was okay. Checkin at Delhi airport was messy as they were not monitoring the queues and ensuring that only the passengers who had done the webcheckin were in the webcheckin baggage drop queue. This could have been more streamlined. "
"2019-06-16T07:43:58-04:00","4","review","0","Spacious ","It was a comfort flight as leg space is sufficient in comparison with few other airlines. In flight service was there though it was a short route flight of 40 minutes. In-flight magazine for the month of June was a good reading ."
"2019-06-15T23:47:58-04:00","1","review","2","So disappointed","We’re regular mid and long haul flyers and this was the first time using air India. But won’t use them again.
The attendants where ok, we’ve enjoyed a lot better service on other airlines but air India was average in comparison. Seats weren’t very comfortable. A bit worn around the edges. Under my seat a strange puddle appeared during the flight. I found out when I dropped my blanket and it was wet through when I picked it up. No spares on the plane so a long cold flight for me. TV didn’t work on the outbound or return flight. Only offered one drink in the return journey and the food was so so, my partner couldn’t eat hers and we both love Indian food.
Couldn’t find an address to complain and had no response from the customer services email address.
It was a direct flight though so that was good. There had to be one redeeming feature!"
"2019-06-15T22:58:44-04:00","4","review","1","A comfortable flight","Air India flies a Dreamliner fro New Delhi to Tel Aviv the seats have sufficient legroom the cabin and toilets were clean. The inflight entertainment is a bit antiquated, quality of the inflight magazine is about average Meal choices are essentially vegetarian or non vegetarian but quite good for the time of the day. A variety of alcoholic and non alcoholic beverages with snacks are served and a smaller meal served before touchdown. Cabin crew are courteous and service is decent. The flight is a direct one with no stopovers. Cabin temperature was maintained at a comfortable level throughout the flight. On board shopping does not exist. Blankets are clean and warm head seats outdated but work. On the whole a comfortable flight definitely value for money."
"2019-06-15T15:36:03-04:00","1","review","1","Direct flight Delhi to Washington IAD took 30 hours","On June 12, 2019, my brother and his wife came on Air India from Delhi to Washington DC (IAD) airport.  Flight from Delhi was delayed 1 and 1/2 hours.  Flew to Mumbai due to closed airspace over Pakistan.  5 hours delay in Mumbai.  We sat in plane.  It was announced that they need to take out some cargo and adjust.  Right before landing in Washingon, they announced something like you might not have received some of your luggage.  Sorry.  None of the passengers received any luggage at the IAD airport. The Air India employees asked all passengers to fill out delayed baggage forms and kept taking the forms as filled. They told passengers 'your luggage would arrive in 1 or 2 days. The employees were dealing with a lot of people and helping them fill out forms. None of the passengers were given 'reference numbers'. Today is 15th June and they have not heard anything from anyone. Luggage has not arrived. No one is answering phones in Air India or replying to emails. My nephew called Delhi office and Air India needs the reference number, which we were not given. Very frustrated."
"2019-06-15T12:40:51-04:00","1","review","1","Worst experience in my entire aviation history","Where to begin
1. Intially when booked time of dep at iad june 12 was around 11am then moved to 6 pm before a eerk of depature and day of dep moved to 9 and finally took around 11 pm.
2 landed in del on jun 13 11pm and next flight given june 14 5:15 pm. And didnt take off from del to hyd till 630 pm bcos staff didnt turn up..finally landed at hyd at 930 pm. By the time reached home 12 am june15.
3.staff r so rude they know the sitiation but they cant have logistics in place to acvomidate passengers in earliest flight.literally no one cares.
4. Even security n all airport ppl saying another round of hyd bakaras.
5.shame on the mgmt n staff to make there life hell with kids for more tjan 40 hrs.
6.please dont consider to flying with them in ur dreams from usa.
7.AI better to shutdown to save public money.. 
8.my del- hyd flight plane was ready , pilots r ready but airhostess came 1.5 hrs late. No explaination..everything is throen in name of technnical issues... Crazy ..i have caused a lot of pain to my kids n wife for flying with them."
"2019-06-15T12:21:50-04:00","5","review","0","Air India then ammmm? and now Amazing","I remember flying by AirIndia around 15 years ago and was not so happy with the experience. But I flew on 26 Aug 2018 and the things  are not the same again. The cabin crew was very pleasant and the flight was bigger with good leg space (Boeing 787-8 jet ) The food was good and great service. I shall fly with them again."
"2019-06-14T23:27:56-04:00","3","review","3","SFO to DEL direct flight","The only good thing about this to and fro flight is that it is direct. Everything else - right from the plane to seats to entertainment system to food to service falls short of pathetic. Air India's at least got to get Indian food right. Emirates and Cathay have better Indian food on their international flights"
"2019-06-14T21:51:15-04:00","3","review","3","Air India service needs improvement ","Air hostess are not liberal n servicing the drinks and food served has more bread and bread products and less of fresh fruit and salads instead. Fresh food served is preferred that bread and drinks should be served liberally."
"2019-06-14T16:44:27-04:00","2","review","1","It’s just ok la...","Air India pilots are professionals but the management sucks. Once I almost missed my flight due to sudden change of flight time coz I had to go through the transit. And also at the airport , there were some  so called staff who impolitely tells  that “ you are gonna miss your flight if you don’t sit on our wheel chairs” and they will charge you few pounds for that. Also my back seat screen was not working all throughout the flight from Delhi to london. May be will not fly air India in future or travel via india..."
"2019-06-14T06:43:35-04:00","1","review","2","Horrible.....!","The flight was overbooked and our booking was shown as deleted even though we had a confirmed booking. We had to wait at the counter to get it checked. Thank GOD, the person at the counter was helpful, courteous and well mannered. The flight was late and both the take off and landing were bumpy and noisy. Would never fly again."
"2019-06-14T01:43:28-04:00","4","review","0","Morning Flight without any breakfast and tea","This is a morning flight and we reported at the LEH airport at 07:15a.m. for check in formalities and we  expected  that Breakfast would be served in flight.  The flight started around 09.00 a.m.  Regrettably nothing was served, not even coffee and till the time we reach Chandigarh airport and then to Chandigarh railway station at 11.30 a.m. we were in fast.  Though I am a Frequent Traveler (FF) in Air India, this is the first time that nothing is served inside the aircraft.  They could have atleast provided coffee/tea and biscuits, if not breakfast."
"2019-06-13T22:35:02-04:00","5","review","2","Very nice","It was 787dreamliner aircraft with more leg room nice ambience with friendly and professional crew members"
"2019-06-13T18:16:43-04:00","4","review","2","My trip to India","Living in Minneapolis twin city area always missing the direct flight from India. Coming with mother so decided to book direct flight from New Delhi to Chicago and took one way rental car to Minneapolis. One is very good about Air India is seats are more spacious than any other airlines. They served food during the flight but non vegetarian food was not good and no taste at all. Vegetarian was better.Flight was direct but stopped at Vienna for refueling.flight was delayed due to closure of Pakistan airspace."
"2019-06-13T16:18:12-04:00","5","review","0","Sanjeev","The service was good.  The food was served was at the right temperature. Crew was courteous and had a smiling face."
"2019-06-13T12:32:02-04:00","2","review","0","Air India is not great","Its not the flight itself, the food is nice and staff friendly and we Got there on time! Its the small things! They only accept air india boarding card, a nuisance! The entertainment system didnt work and then 9 hours is a LOONG TIME!"
"2019-06-13T03:45:29-04:00","4","review","0","Nice experience","Its a long flight and overall its a good experience although the food which is serve , i didn't like it"
"2019-06-12T20:35:44-04:00","2","review","1","Bad costumer service","I was traveling to India with my family so we decided to go with air India because it's a star alliance members and we thought it was a good option. As the flight is about 10 hours we bought seats with extra leg space for the two flight. Each seat cost about 40 Euros per flight. When we got to the airport of New Delhi to fligh back the employee in the counter decided to change our seats to ""normal"" ones without even telling us and withy even mentioning that we could apply to a money return. when we mentioned the situation to the employee he didn't believe we payed for the seats and only after showing him the receipt he actually believed what we were saying and changed it back ( I don't understand how the system doesn't show how payed for what). The second part of the problem started when we arrived to gate and we had one again the same problem. They told us our chair was changed because some other person payed so we had to move. After talking to the employee and showing him we also payed he told is there was nothing he can do because both business class seats  and  with more leg space were taken.he finally told us or we accept the situation or we don't get in the plane. After the planes departure ( 20 minutes after the guy in gate gave us an ultimatum) I checked to see if there where seats available and they had 3 with extra leg space and in business. Finally in the plane we talked with one of the ladies from the plane and the only thing she gave us was a review paper (just to write how was the food bad other things) but I wasn't even able to write a complain about the situation. Finally the head of the flight attendants head of the situation and told me she was unaware of what was happening and that she would write a report down and that she would talked to someone to neat us at gate for our refund but of course this was useless ( she told me to look it up in the web page which of course is not very friendly).

I know there can be problems with in a system but was I can't believe is how the employees or AIR INDIA  managed and lied throughout the situation. If they made a mistake that created a problem for a passenger they should be more understanding and try to help out. This airline was a dissapoitment in comparison with other star Alliance members that are more client focused."
"2019-06-12T11:08:19-04:00","2","review","0","Don’t fly with Indian airways","What can I say we thought we would give Indian airways another chance after flying with them a few years ago and being less than impressed then but this time we were again disappointed. The plane was old and seemed like it should have been taken out of service years ago, the personal entertainment system was like in all air India flights I’ve ever been on - broken. The food was rather questionable and the staff walked through the cabin at the start of the flight spraying very pungent air fresheners all over the plane. If you ever see a British airways flight or Lufthansa flight for 50 pounds or so more - just trust me that those 50 pounds will be well spent for not having to travel Indian airways."
"2019-06-11T21:38:41-04:00","1","review","0","Customer service - inefficiency to the core","Hi,
11th June I flew AI0315 from Hong kong to Mumbai via Delhi in business class. Flight got delayed marginally due to which I missed indigo flight from Mumbai to Mangalore via Hyderabad.
This again made me choose pathetic AI 679 and the experience this time was terrible.
1) Although I did web check in, it took me over an hour to get my printed boarding pass, staffs at the baggage drop were so slow which reminded me of sloths coupled with a staff taking a break without anyone attending counter and even without notifying floor manager. Replacement only came in after one of the passenger started shouting.
2) Flight was supposed to fly at 10.25 am but no staff was at boarding gate 51 until 10.45 am.
3) People had already started queuing up for boarding due to delay and at last minute the staff started announcing sequenced boarding (20 and above), 15 and above etc and asking every one to follow single queue. This is perfect example of how you create mess and complain mess on others.
4) Anyone in Air India customer experience department listening?"
"2019-06-11T20:07:57-04:00","3","review","0","Surprisingly before time, Courteous and decent meal","It was good to see that airline being competitive, providing the better service than others. Though they flow 5-10 late from their scheduled departure but they managed to reach 10 minutes early in Goa. The meals provided were sufficient as last supper.

Check-in service at Delhi airport was pretty messy. There was no proper management and co-ordination within the staff. They were more involved within themselves to sort their internal problem instead of providing the services to the passenger."
"2019-06-11T19:14:06-04:00","4","review","0","My return journey from USA","My return flight was booked leaving on 5th. June at 3.30 PM from JFK New York. It was delayed by 12 hours due to some technical snag of airline and failure of communication/ computer system of Airport. After receiving a SMS, I tried for hours on customer care numbers of airline based at New York, Delhi and Bombay, but in vain. I could get a confirmation call from airline wi.thin one hour after I made a tweet to PM Sh. Modi ji. However after facing initial hiccups at the time of issue of boarding pass, flight was very comfortable. Food was good and tasty. Flight staff was cordial and cooperative. Really Air India is improving in its service to customers. My suggestion to airline is that customer should able to contact customer care lines easily. This service needs improvement and care by some senior officer."
"2019-06-11T11:39:48-04:00","3","review","0","the food at business class was poor","Air India is the shortest flight from  Israel to India, but the food is not good. however, the drinks are reasonable"
"2019-06-10T18:24:25-04:00","3","review","0","Make upset your travel plan and itinerary","Travel to DELHI - BHOPAL & Back. Delay Flight 5/6 Hours is a common feature. Poor communication at the last moment. All connection get ruined and stay overnight at the Railway station? Who is responsible for such a problem?"
"2019-06-10T18:15:34-04:00","4","review","0","GOOD EXPERIENCE: FLYING BUSINESS BHOPAL TO DELHI & BACK","Had travelled recently from Bhopal to Delhi and back by Air India. In the last few flights of Air India I've flown in, I have noticed a major improvement in their service. Be it at the check in counters, boarding, service, food or baggage handling, there is a perceptible improvement. My flight from Bhopal to Delhi was late in taking off, but it made it to Delhi without any problem only a few minutes late. The return flight reached almost 20 minutes before time. I was impressed. The improvement could be due to the shutting down of operations of Jet, but notwithstanding, it was extremely encouraging to see Air India trying to make a mark. Keep at it Air India!"
"2019-06-10T14:59:51-04:00","1","review","0","Worst experience","Flight delayed allready 18 hours delayed and still no information what time flight will take off and they send us in hotel very far from airport hotel and food is not good as well. I feel shame air india represents india."
"2019-06-10T08:57:07-04:00","5","review","2","Very convenient and hospitable ","I have been flying this nonstop Ahmedabad to London with my octogenarian mother twice in last 6 months with 10/10 star experience. I do use business class travel with full satisfaction . The Dreamliner bed is nice. The interior of plane is stale but they do provide night dresses ( still, unlike Emirates and Etihad which have stopped ) 
Indian veg food is nice, in flight crew is much friendlier and cooperative . If Airindia continues to improve on this they have a great chance to regain market share."
"2019-06-10T03:51:21-04:00","1","review","0","Worst ever experience on an international flight","One star for duration of the flight which was about 15 hours. Apart from that nothing was nice. The food was bad, the cleanliness -none, toilets - good only for half of the trip, odor- horrible, service - only while takeoff, food service and landing and the passengers, most of who were Indians who work live study in USA, seem to have forgotten the manners and respect they learnt while in the USA. Very few, if any, paid attention and adhered to the request from the cabin crew to go back to their seats and to put on their seatbelts. Different groups of people near the pantry talked throughout the flight while drinking to their satisfaction anything from water to soda without the presence of the attendants. The attendants seemed to have left everything to the people. Overall not a very healthy experience."
"2019-06-10T02:11:54-04:00","1","review","1","Air India poor service","Air India is unreliable and unprofessional. They will just cancel a trip out of the blue. They will say it has to do with the towers or communication but it's due to few ppl flying. They wont cancel it before you only know this as you arrive to the air port. 

I am a backpacker and pretty easy going, I understand things change and just to go with the flow, but this air line has properly ruffled my feather and hence the review. 

Air India help serve is horrible with navigating or helping you at all, as well as with those at the air port. They also refuse to talk to you when they dont want to talk. It's like pulling teeth to get information regarding cancelled flight for you insurance. 

I would never book with Air India again due to the unprofessionalism, unhelpful manner and unreliable service. Air India is a waste of time and money please choose another air line when traveling in India."
"2019-06-10T01:17:55-04:00","4","review","9","Missing Baggage","I recently boarded Air India flight from Banglore to Hyderabad, on arrival after waiting 1 hr on conveyor belt to collect luggage we found our luggage didn't arrive & all our fellow passengers left after taking their luggage. We went to baggage claim counter but there was no representative from Air India side, after 30mins or so we found one Air India guy & told him about our missing baggage, he said he will find out but all he did was to give us PIR( Property Irregularity Report) reciept & told us that baggage will b delivered to our address by evening 4:00pm. We are still waiting for baggage & no one responds to phone nos written on PIR reciept. It feels like abyss.its over 48hrs now & our baggage is still untraced.there is no online site to track lost baggage or any customer care service to help.This callous attitude of Air India is very frustrating, it may b just a baggage for them but I lost things very dear to me. I am never going to board airindia again.
Can anyone please help me with this?"
"2019-06-09T23:14:19-04:00","2","review","1","Not Nearly Marvel-ous","If you are planning to go to India or from India , do not pick this flight . I'm warning you not to do so , else you may suffer just like me . 

I had a flight from India to Singapore . There was a huge delay of six hours and then , when our family went to the airlines . We were given the last backrow three seats when we had booked for the middle order . When we demanded why this decision took  place, they said that it was a smaller flight than how it was supposed to be thus , they took such a decision. The next thing I get to know it a huge crowd of folks and women disturbing us to go to the washroom . We couldn't catch a wink of sleep with  all the hustle bustle from all the people who went to the washroom . The airhosts didn't do anything to stop this . Bad experience because of the confusion of the flight ! The flight is also not proper , food was not great and overall , just don't take this flight."
"2019-06-09T00:37:53-04:00","2","review","1","AI 047 = Poor inflight service","Poor inflight service - I requested for water when entered the plane, which came after two reminders and that two after approx. 45 minutes.  At the time of serving of coffee, additional sugar was requested, which never came.. Rather all the flight stewards were busy gossiping in cabin crew section."
"2019-06-09T00:27:28-04:00","4","review","1","2 days pre info on delay of 45 min","We took an early morning flight to Kochi, the flight was scheduled at 5:10, but we received app 3 calls and 2 text messages way in advance informing about the delay of 45 minutes.  This helped us plan things in a better manner.
However, our pre-selected seats at the time of booking and even on our confirmation sheets were not allocated to us with the reason that we haven't done the Web-check-in."
"2019-06-08T21:42:43-04:00","5","review","1","AI 490","I took the morning flight for Delhi as I had to go a long way to Noida.All in all it was a pleasant experience."
"2019-06-08T12:02:40-04:00","1","review","0","Flight delayed for 7 hours ","Totally disgusted with lack of customer service & poor information about flight delay left me feeling undervalued as a customer, to help out & appease the situation. 
Upon arrival 5:30pm was told about delay & given possible flight time of 1:30am, when checking-in air India desk & were not updated until 11pm. Flight was delayed by +7 hours.  
I did have to ask for a food/drink voucher this was not offered, amount of £7.50 as a gesture.  

After a later announcement at approx 11pm to collect drink voucher £7.50, there I was told I had already had one earlier, I felt very appalled to hear this & was not expecting this treatment. In my defence I did say that was 5:30pm during check-in, sheer rudeness from the airline staff. Written letters of apology for delay were on the desk. 
Flight finally took off at 4am (due 3am), when original flight time was supposed to be scheduled 8:45pm. Delayed for 7 hours 15 mins.

However Birmingham airport departure lounge staff that work in shops & restaurants were very kind & helpful. "
"2019-06-08T06:34:29-04:00","3","review","0","Mr","Worst air line, never travel again with them. Traveling from USA to Hyderabad, with Lufthansa and Air India, one ticket with connecting flight. Air India refused my second baggage, where Lufthansa assured me for 2 checked baggage, air India changed me 200 USD again.

Worst customer service, very arrogant agents, no accountability and customer service at all.

Never travel again with them"
